0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	177
56	163
57	169
58	179
59	169
60	176
61	189
62	175
63	195
64	187
65	170
66	196
67	166
68	180
69	199
70	201
71	179
72	199
73	175
74	194
75	167
76	211
77	191
78	182
79	174
80	202
81	198
82	195
83	200
84	168
85	170
86	188
87	201
88	186
89	219
90	203
91	203
92	213
93	193
94	195
95	191
96	214
97	199
98	195
99	168
100	204
101	206
102	206
103	220
104	214
105	232
106	199
107	190
108	194
109	188
110	219
111	188
112	205
113	186
114	210
115	209
116	216
117	204
118	203
119	219
120	219
121	220
122	207
123	215
124	214
125	225
126	205
127	225
128	196
129	185
130	263
131	229
132	235
133	211
134	216
135	230
136	214
137	224
138	215
139	227
140	191
141	225
142	210
143	232
144	226
145	202
146	217
147	229
148	203
149	233
150	243
151	232
152	248
153	203
154	246
155	224
156	238
157	235
158	205
159	235
160	209
161	265
162	216
163	230
164	259
165	225
166	252
167	213
168	238
169	236
170	231
171	234
172	258
173	201
174	246
175	242
176	208
177	233
178	242
179	257
180	224
181	258
182	244
183	242
184	270
185	237
186	235
187	238
188	239
189	236
190	253
191	279
192	229
193	238
194	243
195	244
196	254
197	224
198	255
199	241
200	233
201	252
202	240
203	237
204	281
205	287
206	244
207	277
208	275
209	243
210	248
211	257
212	260
213	218
214	254
215	257
216	233
217	264
218	253
219	263
220	265
221	250
222	265
223	237
224	254
225	272
226	256
227	252
228	244
229	261
230	277
231	292
232	257
233	281
234	222
235	279
236	267
237	260
238	260
239	260
240	272
241	255
242	253
243	267
244	299
245	250
246	300
247	274
248	232
249	235
250	286
251	274
252	258
253	276
254	282
255	293
256	281
257	268
258	274
259	302
260	252
261	248
262	283
263	278
264	287
265	310
266	271
267	257
268	261
269	299
270	293
271	284
272	293
273	281
274	314
275	318
276	277
277	301
278	271
279	308
280	313
281	293
282	329
283	276
284	278
285	257
286	258
287	301
288	275
289	300
290	301
291	302
292	299
293	299
294	284
295	314
296	282
297	310
298	321
299	311
300	297
301	288
302	293
303	304
304	275
305	277
306	286
307	324
308	295
309	310
310	289
311	307
312	272
313	315
314	299
315	293
316	338
317	296
318	302
319	302
320	296
321	303
322	317
323	311
324	308
325	313
326	319
327	263
328	322
329	329
330	312
331	295
332	324
333	333
334	299
335	336
336	312
337	264
338	311
339	334
340	343
341	319
342	334
343	319
344	310
345	316
346	297
347	341
348	304
349	355
350	337
351	293
352	313
353	340
354	334
355	350
356	333
357	303
358	328
359	350
360	331
361	325
362	308
363	308
364	333
365	337
366	333
367	323
368	337
369	347
370	334
371	324
372	339
373	340
374	346
375	314
376	348
377	347
378	355
379	342
380	301
381	329
382	328
383	329
384	317
385	323
386	348
387	350
388	377
389	367
390	345
391	344
392	337
393	345
394	344
395	364
396	338
397	383
398	375
399	360
400	330
401	346
402	357
403	383
404	365
405	358
406	341
407	356
408	366
409	331
410	357
411	358
412	346
413	372
414	382
415	364
416	374
417	324
418	336
419	365
420	362
421	371
422	375
423	371
424	359
425	358
426	352
427	341
428	362
429	372
430	410
431	359
432	361
433	377
434	410
435	388
436	356
437	372
438	398
439	379
440	386
441	380
442	384
443	351
444	353
445	366
446	370
447	410
448	366
449	391
450	369
451	413
452	344
453	407
454	394
455	376
456	343
457	376
458	365
459	453
460	424
461	398
462	361
463	391
464	395
465	376
466	387
467	384
468	404
469	392
470	361
471	384
472	348
473	403
474	417
475	367
476	369
477	406
478	393
479	435
480	400
481	397
482	384
483	412
484	380
485	419
486	413
487	421
488	419
489	407
490	402
491	362
492	394
493	353
494	383
495	420
496	388
497	424
498	406
499	398
500	404
501	371
502	435
503	390
504	414
505	411
506	398
507	400
508	382
509	448
510	416
511	420
512	396
513	440
514	420
515	407
516	432
517	455
518	409
519	417
520	394
521	395
522	431
523	394
524	433
525	398
526	445
527	413
528	424
529	410
530	402
531	430
532	426
533	445
